,id_fifa,nom_jugad,num_pos,equipo,liga,edad,apariciones_totales,min_jugados,tirosXp,pasesXp,regatesXp,faltadoXp,fuerajuegoXp,robadoXp,malcontroXp,goles_esperados,xGDiff,xG/90,total_disparos,xG/Shots,rating,goles
1966,234728,László Bénes,5,Union Berlin,Ger,27,7,157,1.0,0.9,0.1,0.1,0.1,0.3,0.7,0.42,0.58,0.24,7,0.06,6.42,1
1967,259771,Léo Alaba,2,AVS Futebol SAD,Por,25,4,335,0.8,0.0,0.3,0.8,0.0,1.0,2.5,0.1,-0.1,0.03,3,0.03,6.34,0
1968,259771,Léo Cordeiro,5,Estrela da Amadora,Por,29,11,859,1.0,0.9,0.4,1.2,0.1,1.2,1.6,0.43,-0.43,0.05,11,0.04,6.24,0
1969,259771,Léo Pétrot,2,Saint-Etienne,Fra,27,8,598,0.3,0.5,0.5,0.9,0.1,0.5,0.8,0.15,-0.15,0.02,2,0.08,6.78,0
1970,259771,Léo Santos,2,Nacional,Por,25,3,200,0.3,0.0,0.0,0.3,0.0,0.0,0.3,0.09,-0.09,0.04,1,0.09,6.14,0
1971,259771,Léo Scienza,5,FC Heidenheim,Ger,26,9,599,2.9,1.8,2.1,3.4,0.3,0.8,2.7,1.8,0.2,0.27,26,0.07,7.19,2
1972,240452,M'Bala Nzola,10,Lens,Fra,28,6,428,2.0,1.5,0.5,1.2,1.2,2.3,3.5,2.42,-0.42,0.51,12,0.2,6.58,2
1973,0,MT,5,Santa Clara,Por,23,11,990,0.5,0.9,1.1,1.0,0.0,0.6,1.5,0.24,-0.24,0.02,6,0.04,6.99,0
1974,240060,Maarten Vandevoordt,0,RBL,Ger,22,1,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,7.12,0
1975,224334,Machado,10,Boavista,Por,20,7,58,0.4,0.1,0.1,0.0,0.1,0.0,0.1,0.14,-0.14,0.21,3,0.05,6.03,0
1976,233691,Mads Hermansen,0,Leicester,Ing,24,11,990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.83,0
1977,229640,Mads Pedersen,5,Augsburg,Ger,28,4,166,0.5,0.0,0.5,0.3,0.3,0.3,0.0,0.07,-0.07,0.04,2,0.03,6.22,0
1978,238157,Mads Roerslev,5,Brentford,Ing,25,9,444,0.1,0.8,0.4,0.3,0.0,0.6,0.3,0.01,-0.01,0.0,1,0.01,6.28,0
1979,233691,Madson,5,Moreirense,Por,25,11,759,1.8,1.0,0.7,2.4,0.3,1.0,1.7,1.53,0.47,0.18,20,0.08,6.83,2
1980,233691,Maduka Okoye,0,Udinese,Ita,25,12,1080,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.63,0
1981,209984,Maghnes Akliouche,5,Monaco,Fra,22,10,661,1.2,1.4,1.2,1.1,0.2,1.2,2.3,0.86,-0.86,0.12,12,0.07,6.71,0
1982,209984,Magnus Knudsen,5,Holstein Kiel,Ger,23,10,798,0.3,0.3,0.5,0.4,0.0,0.3,0.9,0.16,-0.16,0.02,3,0.05,6.4,0
1983,209984,Magnus Kofod Andersen,5,Venezia,Ita,25,9,477,0.6,0.8,0.2,0.3,0.0,0.2,0.7,0.18,0.82,0.03,5,0.04,6.54,1
1984,230613,Mahamadou Diawara,5,Lyon,Fra,19,2,15,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,0.0,5.9,0
1985,240528,Mahamadou Nagida,2,Rennes,Fra,19,4,39,0.5,0.3,0.3,0.5,0.0,0.0,0.3,0.03,-0.03,0.08,2,0.02,6.26,0
1986,240528,Mahdi Camara,5,Brest,Fra,26,11,713,1.3,0.5,0.5,1.3,0.2,0.8,1.1,1.05,0.95,0.13,14,0.08,6.78,2
1987,218339,Mahmoud Dahoud,5,Eintracht Frankfurt,Ger,28,5,196,0.8,0.8,0.2,0.0,0.0,0.0,0.4,0.61,0.39,0.28,4,0.15,6.74,1
1988,229237,Makan Aiko,10,Fortuna Sittard,Ned,23,11,699,1.4,0.5,0.7,0.6,0.4,0.9,2.4,3.51,-2.51,0.45,15,0.23,6.29,1
1989,235454,Malang Sarr,2,Lens,Fra,25,3,134,0.3,0.0,0.0,0.7,0.0,0.3,0.7,0.03,-0.03,0.02,1,0.03,6.19,0
1990,228897,Malick Fofana,5,Lyon,Fra,19,11,602,1.3,0.6,1.2,1.4,0.2,0.5,1.5,2.39,0.61,0.36,14,0.17,6.91,3
1991,228897,Malick Thiaw,2,AC Milan,Ita,23,5,450,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.08,-0.08,0.02,1,0.08,6.67,0
1992,256853,Malik Tillman,5,PSV Eindhoven,Ned,22,12,888,2.0,1.9,1.9,1.3,0.0,1.8,2.3,4.14,0.86,0.42,24,0.17,7.81,5
1993,228897,Malo Gusto,5,Chelsea,Ing,21,9,730,1.4,0.6,0.2,0.7,0.0,0.8,0.4,0.99,-0.99,0.12,13,0.08,6.44,0
1994,253954,Mama Baldé,10,Brest,Fra,29,8,422,1.4,0.8,0.8,1.1,0.5,1.1,1.4,1.09,0.91,0.23,11,0.1,6.76,2
1998,253954,Mamadou Diakhon,10,Reims,Fra,19,8,109,0.5,0.4,0.9,0.6,0.0,0.1,0.9,0.32,-0.32,0.26,4,0.08,6.27,0
1999,253954,Mamadou Loum,2,Deportivo Alaves,Esp,27,32,2317,1.0,0.3,0.8,0.7,0.0,0.8,1.5,2.75,-0.75,0.11,33,0.08,6.7,2
2003,253954,Mamadou Sarr,2,Strasbourg,Fra,19,5,409,0.0,0.4,0.4,0.6,0.0,0.4,0.6,0.0,0.0,0.0,0,0.0,6.55,0
2004,253954,Mamadou Sylla,10,Deportivo Alaves,Esp,30,13,391,0.2,0.2,0.2,0.5,0.5,0.2,1.2,0.14,-0.14,0.03,2,0.07,6.11,0
2008,260744,Mandela Keita,2,Parma Calcio 1913,Ita,22,7,230,0.1,0.4,0.3,0.6,0.0,0.4,1.1,0.02,-0.02,0.01,1,0.02,6.02,0
2009,260744,Manel Royo,2,NAC Breda,Ned,30,2,93,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.03,-0.03,0.03,2,0.02,6.09,0
2010,260744,Manolis Saliakas,5,St. Pauli,Ger,28,9,645,0.7,0.7,0.1,0.2,0.0,0.4,0.1,0.23,-0.23,0.03,6,0.04,6.56,0
2011,173178,Manolo Reina,0,Mallorca,Esp,39,23,1892,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.47,0
2012,223978,Manu García,5,Deportivo Alaves,Esp,26,24,1075,0.3,0.8,1.3,1.4,0.0,0.9,1.3,0.31,-0.31,0.03,8,0.04,6.45,0
2013,260744,Manu Koné,2,Roma,Ita,23,10,625,1.1,0.7,0.5,2.2,0.0,1.0,1.2,0.69,0.31,0.1,11,0.06,6.5,1
2014,241856,Manu Morlanes,2,Espanyol,Esp,25,27,1143,0.3,0.2,0.5,0.4,0.0,0.2,0.4,0.77,1.23,0.06,8,0.1,6.42,2
2015,260744,Manu Silva,2,Vitoria de Guimaraes,Por,23,9,182,0.2,0.0,0.4,0.2,0.0,0.4,0.4,0.08,-0.08,0.04,2,0.04,6.07,0
2016,252327,Manu Sánchez,5,Osasuna,Esp,24,33,2260,0.2,0.6,0.7,0.5,0.0,0.8,1.1,0.74,0.26,0.03,6,0.12,6.55,1
2017,206545,Manu Trigueros,10,Villarreal,Esp,33,35,2191,1.2,0.7,0.2,1.2,0.0,0.8,1.0,6.03,-0.03,0.25,41,0.15,6.72,6
2018,241686,Manu Vallejo,10,Deportivo Alaves,Esp,27,11,366,0.3,0.4,0.1,0.3,0.0,0.4,1.2,0.74,0.26,0.18,3,0.25,6.15,1
2022,260744,Manuel Akanji,5,Man City,Ing,29,9,782,0.6,0.7,0.1,0.4,0.0,0.3,0.3,0.14,-0.14,0.02,5,0.03,6.66,0
2023,260744,Manuel Keliano,5,Estrela da Amadora,Por,21,6,254,0.5,0.5,0.0,0.5,0.0,0.7,0.5,0.05,-0.05,0.02,3,0.02,6.31,0
2024,235374,Manuel Lazzari,5,Lazio,Ita,30,9,586,0.1,1.4,0.6,1.2,0.0,0.0,1.8,0.01,-0.01,0.0,1,0.01,6.48,0
2025,222077,Manuel Locatelli,5,Juventus,Ita,26,11,868,0.4,0.5,0.2,0.6,0.0,0.0,0.3,0.08,-0.08,0.01,4,0.02,6.98,0
2026,260744,Manuel Neuer,0,Bayern,Ger,38,9,810,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.35,0
2027,260744,Manuel Ugarte,2,Man Utd,Ing,23,6,279,0.2,0.2,0.2,1.0,0.0,0.7,0.7,0.02,-0.02,0.01,1,0.02,6.4,0
2028,251681,Maracás,2,Moreirense,Por,30,9,673,1.0,0.2,0.3,0.8,0.2,0.1,0.2,1.44,-0.44,0.19,9,0.16,6.74,1
2029,226161,Marc Bartra,5,Real Betis,Esp,33,23,1994,0.7,0.2,0.3,0.7,0.0,0.2,0.5,1.63,-0.63,0.07,15,0.11,6.95,1
2030,226161,Marc Cucurella,5,Getafe,Esp,26,1,22,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.19,-0.19,0.76,1,0.19,6.29,0
2034,226161,Marc Guiu,10,Chelsea,Ing,18,1,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.88,0
2035,241159,Marc Guéhi,2,Crystal Palace,Ing,24,11,990,0.5,0.4,0.3,0.9,0.0,0.5,1.0,1.37,0.63,0.12,6,0.23,6.9,2
2036,226161,Marc Kempf,2,Como,Ita,29,10,900,0.8,0.4,0.0,0.4,0.0,0.2,0.2,0.5,-0.5,0.05,8,0.06,6.75,0
2037,226161,Marc Pubill,2,Levante,Esp,21,11,512,0.5,0.5,0.4,0.7,0.0,0.3,1.4,0.83,-0.83,0.15,6,0.14,6.1,0
2038,226161,Marc Tenas,10,Deportivo Alaves,Esp,23,3,51,0.0,0.3,0.3,0.3,0.0,0.3,1.3,0.0,0.0,0.0,0,0.0,5.88,0
2039,192448,Marc-André ter Stegen,0,Barcelona,Esp,32,35,3150,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.51,0
2040,204923,Marcel Sabitzer,10,Borussia Dortmund,Ger,30,9,599,0.8,0.4,0.3,0.2,0.0,0.4,1.1,0.84,-0.84,0.13,7,0.12,6.35,0
2041,176676,Marcelo,5,Real Madrid,Esp,36,12,521,0.7,0.8,0.8,0.7,0.0,0.1,0.6,0.39,-0.39,0.07,8,0.05,6.7,0
2045,226161,Marcelo Saracchi,2,Levante,Esp,26,4,186,0.0,1.5,0.5,0.0,0.0,0.3,0.5,0.0,0.0,0.0,0,0.0,6.69,0
2046,226161,Marcin Bulka,0,Nice,Fra,25,11,990,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,7.13,0
2047,220834,Marco Asensio,10,Real Madrid,Esp,28,31,1729,2.1,1.0,0.9,0.6,0.1,0.8,0.6,7.32,2.68,0.38,64,0.11,6.89,10
2051,226161,Marco Bizot,0,Brest,Fra,33,11,990,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0,0.0,6.57,0
2052,226161,Marco Brescianini,5,Atalanta,Ita,24,8,397,0.8,0.4,0.5,0.5,0.1,1.1,1.0,0.88,1.12,0.2,6,0.15,6.4,2
2053,226161,Marco Carnesecchi,0,Atalanta,Ita,24,11,990,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.71,0
2054,226161,Marco Friedl,5,Werder Bremen,Ger,26,8,678,0.0,0.0,0.4,0.8,0.1,0.4,0.4,0.0,0.0,0.0,0,0.0,6.65,0
2055,226161,Marco Grüll,5,Werder Bremen,Ger,26,8,312,0.9,0.5,0.8,1.4,0.0,1.8,1.3,1.72,-0.72,0.5,7,0.25,6.29,1
2056,226161,Marco Komenda,2,Holstein Kiel,Ger,27,5,198,0.4,0.4,0.0,1.2,0.0,0.0,0.2,0.04,-0.04,0.02,2,0.02,6.16,0
2057,226161,Marco Matias,5,Farense,Por,35,5,164,0.2,0.2,0.2,1.2,0.0,0.2,0.6,0.01,-0.01,0.01,1,0.01,5.92,0
2058,226161,Marco Moreno,2,Farense,Por,23,8,600,0.8,0.3,0.0,0.4,0.0,0.4,0.4,0.39,-0.39,0.06,6,0.06,6.14,0
2059,226161,Marco Palestra,5,Atalanta,Ita,19,5,57,0.0,0.4,0.2,0.6,0.0,0.0,0.2,0.0,0.0,0.0,0,0.0,6.16,0
2060,257957,Marco Rente,2,FC Groningen,Ned,27,9,810,0.7,0.1,0.2,0.8,0.0,0.4,0.4,0.29,0.71,0.03,6,0.05,7.0,1
2061,226161,Marco Ribeiro,5,Boavista,Por,19,6,48,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0,0.0,6.06,0
2062,226161,Marco Sala,2,Como,Ita,25,5,127,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0,0.0,6.11,0
2063,226161,Marcos Acuña,5,Sevilla,Esp,33,31,2266,0.5,1.4,1.4,1.5,0.0,0.9,1.2,1.14,-0.14,0.05,16,0.07,6.96,1
2064,252084,Marcos André,10,Valencia,Esp,28,29,963,1.0,0.4,0.5,0.8,0.1,0.8,0.9,2.96,-1.96,0.28,30,0.1,6.41,1
2065,226161,Marcos Leonardo,10,Benfica,Por,21,3,79,2.3,0.3,0.3,0.3,0.3,1.7,0.7,1.57,-0.57,1.79,7,0.22,6.24,1
2066,226161,Marcos Llorente,10,Atletico,Esp,29,29,2456,0.6,0.9,0.7,0.6,0.2,0.8,1.4,0.73,-0.73,0.03,16,0.05,6.67,0
2067,226161,Marcos López,2,Feyenoord,Ned,24,1,90,0.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0.0,6.7,0
2068,219688,Marcos Mauro,2,Cadiz,Esp,33,3,136,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.12,0
2069,226161,Marcos Senesi,2,Bournemouth,Ing,27,9,774,0.2,0.4,0.6,0.8,0.0,0.4,0.3,0.7,-0.7,0.08,2,0.35,6.84,0
2070,226161,Marcus Coco,10,Nantes,Fra,28,7,436,0.1,0.6,0.1,1.0,0.0,0.1,1.0,0.04,-0.04,0.01,1,0.04,6.34,0
2071,235619,Marcus Edwards,10,Sporting,Por,25,5,61,1.0,0.6,1.0,0.2,0.0,0.6,1.2,1.03,-0.03,1.51,5,0.21,6.33,1
2072,226161,Marcus Harness,10,Ipswich,Ing,28,2,43,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,5.94,0
2073,229640,Marcus Pedersen,2,Torino,Ita,24,7,405,0.3,0.6,0.3,0.3,0.3,0.9,0.7,0.32,-0.32,0.07,2,0.16,6.2,0
2075,231677,Marcus Rashford,10,Man Utd,Ing,27,11,763,0.9,1.0,0.8,0.6,0.5,0.4,1.0,1.13,-0.13,0.13,10,0.11,6.62,1
2076,226161,Marcus Tavernier,5,Bournemouth,Ing,25,11,806,2.1,2.1,0.9,0.9,0.2,1.9,1.4,2.92,-1.92,0.33,23,0.13,6.92,1
2077,226161,Marcus Thuram,10,Inter,Ita,27,12,976,2.7,1.3,0.3,1.8,0.4,0.6,2.3,6.27,0.73,0.58,32,0.2,7.45,7
2078,226161,Mariano Díaz,10,Real Madrid,Esp,31,9,340,1.6,0.7,0.7,0.0,0.4,0.4,0.4,2.38,-1.38,0.63,14,0.17,6.54,1
2079,238370,Marin Pongracic,2,Fiorentina,Ita,27,2,92,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.85,0
2080,235800,Marin Sverko,2,Venezia,Ita,26,7,408,0.3,0.1,0.1,0.1,0.0,0.1,0.3,0.05,-0.05,0.01,2,0.03,6.36,0
2081,226161,Mario Balotelli,10,Genoa,Ita,34,2,23,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0,0.0,6.02,0
2082,226161,Mario Domínguez,10,Valencia,Esp,20,2,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.02,0
2083,223370,Mario Engels,10,Heracles,Ned,31,12,1044,1.7,1.1,0.8,1.7,0.6,1.5,1.8,2.45,0.55,0.21,20,0.12,6.67,3
2084,192789,Mario Gaspar,5,Villarreal,Esp,33,12,622,0.3,0.4,0.3,0.2,0.0,0.2,0.4,0.28,-0.28,0.04,4,0.07,6.4,0
2085,226161,Mario Gila,2,Real Madrid,Esp,24,2,24,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.72,0.28,0.08,5,0.14,6.47,0
2087,235970,Mario González,10,Famalicao,Por,28,10,370,0.6,0.3,0.0,0.4,0.3,0.6,1.2,1.2,0.8,0.29,6,0.2,6.41,2
2088,192318,Mario Götze,10,Eintracht Frankfurt,Ger,32,8,408,0.3,0.6,0.1,0.5,0.0,0.4,1.1,0.78,0.22,0.17,2,0.39,6.6,1
2089,229668,Mario Hermoso,2,Atletico,Esp,29,27,1872,0.6,0.3,0.3,0.4,0.0,0.2,0.4,2.07,-0.07,0.1,17,0.12,6.54,2
2091,241479,Mario Hernández,2,Rayo Vallecano,Esp,25,9,394,0.3,0.2,0.2,0.4,0.1,0.3,1.0,0.31,0.69,0.07,3,0.1,6.24,1
2092,226161,Mario Lemina,5,Wolves,Ing,31,11,884,1.1,0.5,0.9,0.5,0.2,0.5,1.5,1.39,-0.39,0.14,12,0.12,6.9,1
2093,223273,Mario Pasalic,10,Atalanta,Ita,29,11,733,1.5,1.0,0.0,0.2,0.0,1.0,0.9,4.2,-2.2,0.52,17,0.25,6.56,2
2094,171018,Mario Suárez,5,Rayo Vallecano,Esp,37,14,710,0.6,0.1,0.3,0.4,0.0,0.1,0.3,1.4,-1.4,0.18,9,0.16,6.25,0
2095,226161,Marios Vrousai,5,Rio Ave,Por,26,10,900,1.2,1.0,1.5,1.3,0.1,0.7,2.1,1.15,-1.15,0.11,12,0.1,6.91,0
2096,226161,Marius Bülter,10,Hoffenheim,Ger,31,10,717,1.4,0.7,0.9,1.2,0.4,1.1,2.4,2.72,1.28,0.34,14,0.19,6.88,4
2097,224425,Marius Wolf,5,Augsburg,Ger,29,10,610,0.5,1.3,0.3,0.4,0.0,0.6,0.9,0.3,0.7,0.04,5,0.06,6.62,1
2098,211738,Mark Flekken,0,Brentford,Ing,31,11,990,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,7.07,0
2099,226161,Mark McKenzie,2,Toulouse,Fra,25,9,785,0.0,0.0,0.2,0.3,0.0,0.1,0.3,0.0,0.0,0.0,0,0.0,6.67,0
2100,226161,Mark Travers,0,Bournemouth,Ing,25,3,270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,7.17,0
2101,184200,Marko Arnautovic,10,Inter,Ita,35,4,38,0.5,0.0,0.0,0.0,0.8,0.3,0.0,0.95,-0.95,2.25,2,0.47,6.02,0
2102,227290,Marko Dmitrovic,0,Sevilla,Esp,32,7,541,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0,0.0,6.7,0
2103,232099,Marko Grujic,2,Porto,Por,28,2,31,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0,0.0,6.47,0
2104,226161,Marko Ivezic,5,Holstein Kiel,Ger,22,6,540,0.5,0.2,0.0,0.2,0.2,0.0,0.5,0.08,-0.08,0.01,3,0.03,6.55,0
2105,226161,Marnon Busch,5,FC Heidenheim,Ger,29,5,322,0.8,1.0,0.2,0.8,0.0,0.0,1.0,0.08,-0.08,0.02,4,0.02,6.48,0
2106,226161,Marquinhos,5,PSG,Fra,30,9,718,0.4,0.3,0.3,0.4,0.1,0.0,0.1,0.73,-0.73,0.09,4,0.18,6.99,0
2107,226161,Marshall Munetsi,5,Reims,Fra,28,10,894,2.0,0.7,0.3,2.1,0.1,0.2,1.2,3.79,-0.79,0.38,20,0.19,6.94,3
2108,208461,Marten de Roon,5,Atalanta,Ita,33,12,1080,0.3,0.8,0.0,0.7,0.1,0.3,0.6,0.35,1.65,0.03,3,0.12,6.99,2
2109,226161,Martim Fernandes,2,Porto,Por,18,9,613,0.3,1.4,1.3,0.3,0.1,1.3,1.1,0.47,-0.47,0.07,3,0.16,7.14,0
2110,226161,Martim Neto,5,Rio Ave,Por,21,6,365,0.3,0.8,1.2,0.5,0.0,0.7,1.2,0.08,0.92,0.02,2,0.04,6.65,1
2111,226161,Martin Adeline,5,Reims,Fra,20,1,25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.11,0
2112,226161,Martin Braithwaite,10,Barcelona,Esp,33,4,237,1.8,0.5,0.5,0.5,0.5,1.3,2.0,1.49,0.51,0.56,7,0.21,6.93,2
2113,244456,Martin Erlic,2,Bologna,Ita,26,4,221,1.0,0.0,0.0,1.5,0.0,0.0,0.0,0.17,-0.17,0.07,4,0.04,6.63,0
2114,226161,Martin Frese,2,Verona,Ita,26,5,336,0.0,0.8,0.0,1.4,0.0,0.0,0.2,0.0,0.0,0.0,0,0.0,6.69,0
2115,226161,Martin Koscelník,2,NAC Breda,Ned,29,3,103,0.3,0.3,0.0,0.3,0.0,0.0,1.0,0.03,-0.03,0.03,1,0.03,6.4,0
2116,226161,Martin Terrier,10,Leverkusen,Ger,27,8,445,1.9,0.6,0.1,1.1,0.3,0.8,0.6,1.77,-0.77,0.36,15,0.12,6.53,1
2117,219585,Martin Valjent,2,Mallorca,Esp,28,36,3183,0.3,0.2,0.1,0.2,0.0,0.1,0.3,0.34,-0.34,0.01,10,0.03,6.49,0
2118,222665,Martin Ødegaard,5,Arsenal,Ing,25,4,343,1.3,2.3,1.3,1.0,0.0,2.5,0.8,0.82,-0.82,0.22,5,0.16,6.99,0
2119,241827,Martín Aguirregabiria,5,Deportivo Alaves,Esp,28,24,1619,0.2,0.6,0.6,0.9,0.0,0.3,0.9,0.21,-0.21,0.01,4,0.05,6.42,0
2120,258359,Martín Calderón,5,Cadiz,Esp,25,6,111,0.3,0.2,0.2,0.2,0.0,0.0,0.2,0.04,-0.04,0.03,2,0.02,6.22,0
2121,226161,Martín Cáceres,5,Levante,Esp,37,10,670,0.0,0.3,0.1,0.8,0.0,0.1,0.4,0.0,0.0,0.0,0,0.0,6.09,0
2122,226161,Martín Merquelanz,5,Rayo Vallecano,Esp,29,4,176,0.5,1.8,0.8,0.5,0.0,0.8,1.3,0.16,-0.16,0.08,2,0.08,6.58,0
2123,226161,Martín Montoya,5,Real Betis,Esp,33,6,519,0.8,0.5,0.0,1.7,0.0,0.3,1.2,0.18,-0.18,0.03,5,0.04,6.94,0
2124,226161,Martín Payero,5,Udinese,Ita,26,9,576,1.3,0.7,1.8,1.3,0.0,0.8,1.6,0.58,-0.58,0.09,12,0.05,6.54,0
2125,264325,Martín Satriano,10,Lens,Fra,23,4,39,0.8,0.5,0.3,0.0,0.0,0.5,0.5,0.34,-0.34,0.78,3,0.11,6.23,0
2126,226161,Martín Zubimendi,2,Real Sociedad,Esp,25,36,2587,0.6,0.4,0.5,0.6,0.1,0.3,0.8,1.94,0.06,0.07,20,0.1,6.76,2
2127,226161,Marvin Ducksch,10,Werder Bremen,Ger,30,10,810,3.5,1.8,0.2,0.6,0.4,0.5,1.0,4.58,-1.58,0.51,35,0.13,7.1,3
2128,222493,Marvin Friedrich,2,Borussia M.Gladbach,Ger,28,6,406,0.7,0.0,0.2,0.2,0.0,0.3,0.2,0.4,-0.4,0.09,4,0.1,6.62,0
2129,226161,Marvin Peersman,2,FC Groningen,Ned,33,10,825,0.2,0.2,0.3,1.6,0.0,0.2,0.9,0.17,-0.17,0.02,2,0.09,6.83,0
2130,226161,Marvin Pieringer,10,FC Heidenheim,Ger,25,10,760,2.5,1.1,0.1,1.6,0.7,1.0,1.8,3.97,0.04,0.47,25,0.16,6.86,4
2131,226161,Marvin Schulz,5,Holstein Kiel,Ger,29,5,120,0.2,0.6,0.0,0.0,0.0,0.4,0.4,0.03,-0.03,0.02,1,0.03,6.15,0
2132,263112,Marvin Senaya,5,Strasbourg,Fra,23,6,146,0.2,0.3,0.0,0.5,0.0,0.0,0.0,0.02,-0.02,0.01,1,0.02,6.23,0
2133,226161,Marvin Young,2,Sparta Rotterdam,Ned,19,5,310,0.2,0.4,0.0,0.2,0.0,0.4,0.2,0.06,-0.06,0.02,1,0.06,6.42,0
2134,226161,Marwann N'Zuzi,2,Saint-Etienne,Fra,20,2,127,1.0,0.5,0.0,0.5,0.0,1.0,1.5,0.04,-0.04,0.03,2,0.02,6.42,0
2135,246147,Mason Greenwood,10,Marseille,Fra,23,11,935,2.9,1.5,1.9,1.5,0.1,1.3,1.9,3.75,4.25,0.36,32,0.12,7.55,8
2136,225024,Mason Holgate,5,Everton,Ing,28,1,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,5.87,0
2137,233064,Mason Mount,5,Man Utd,Ing,25,3,148,0.7,1.3,0.0,0.7,0.0,1.3,1.0,0.46,-0.46,0.28,2,0.23,6.14,0
2138,238463,Massadio Haïdara,5,Brest,Fra,31,5,293,0.0,0.0,0.2,1.2,0.0,0.2,0.6,0.0,0.0,0.0,0,0.0,6.17,0
2139,0,Massimo Luongo,5,Ipswich,Ing,32,5,145,0.0,0.0,0.0,0.4,0.0,0.4,0.4,0.0,0.0,0.0,0,0.0,6.05,0
2140,240243,Matej Kovár,0,Leverkusen,Ger,24,1,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.67,0
2141,240243,Mateja Milovanovic,2,SC Heerenveen,Ned,20,1,7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.11,0
2142,207410,Mateo Kovacic,5,Man City,Ing,30,11,881,1.8,1.3,1.4,0.6,0.0,1.3,0.7,0.97,2.03,0.1,20,0.05,7.08,3
2143,240243,Mateo Retegui,10,Atalanta,Ita,25,12,779,3.4,1.1,0.2,1.1,0.2,1.3,2.1,7.89,3.11,0.91,41,0.19,7.47,11
2144,240243,Mateus Fernandes,5,Southampton,Ing,20,10,712,0.7,0.8,1.6,1.3,0.0,1.2,1.6,1.08,-1.08,0.14,7,0.15,6.66,0
2148,240243,Mateusz Kowalski,5,Parma Calcio 1913,Ita,19,1,57,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.48,-0.48,0.76,1,0.48,6.24,0
2149,240243,Mateusz Wieteska,2,Cagliari,Ita,27,2,107,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.35,-0.35,0.29,1,0.35,6.64,0
2150,208104,Matheus,0,Braga,Por,32,10,900,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.74,0
2151,240243,Matheus Cunha,10,Atletico,Esp,25,29,1053,1.3,0.3,0.2,0.9,0.0,0.4,1.1,6.79,-0.79,0.58,37,0.18,6.53,6
2155,240243,Matheus Dias,5,Nacional,Por,22,10,829,0.2,0.9,0.9,1.1,0.0,0.2,1.1,0.13,-0.13,0.01,2,0.07,6.87,0
2156,253124,Matheus Nunes,5,Man City,Ing,26,8,291,0.4,1.1,0.6,0.5,0.0,0.6,0.6,0.2,-0.2,0.06,3,0.07,6.56,0
2157,229337,Matheus Pereira,5,Santa Clara,Por,23,9,273,0.4,0.8,0.6,1.3,0.0,0.1,1.1,0.72,-0.72,0.24,4,0.18,6.55,0
