,nom_jugad,num_pos,equipo,liga,edad,apariciones_totales,min_jugados,tirosXp,pasesXp,regatesXp,faltadoXp,fuerajuegoXp,robadoXp,malcontroXp,goles_esperados,xGDiff,xG/90,total_disparos,xG/Shots,rating
2081,Mario Balotelli,10,Genoa,Ita,34,2,23,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0,0.0,6.02
1203,Hwang Hee-Chan,10,Wolves,Ing,28,6,255,0.0,0.3,0.2,1.0,0.0,0.7,0.7,0.0,0.0,0.0,0,0.0,6.07
203,Andrea Petagna,10,Monza,Ita,29,4,180,1.0,0.0,0.5,1.0,0.5,0.8,1.5,0.32,-0.32,0.16,4,0.08,6.11
672,Dave Kwakman,5,AZ Alkmaar,Ned,20,3,71,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.08
1989,Malang Sarr,2,Lens,Fra,25,3,134,0.3,0.0,0.0,0.7,0.0,0.3,0.7,0.03,-0.03,0.02,1,0.03,6.19
1260,Ismaël Bennacer,5,AC Milan,Ita,26,1,59,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,6.7
1267,Issa Doumbia,5,Venezia,Ita,21,6,141,0.5,0.2,0.0,0.2,0.0,0.7,0.7,0.3,-0.3,0.19,3,0.1,6.11
2780,Richard van der Venne,5,RKC Waalwijk,Ned,32,5,354,1.8,0.6,0.2,1.2,0.0,0.6,1.8,0.91,2.09,0.23,9,0.1,6.79
2563,Oskar Zawada,10,RKC Waalwijk,Ned,28,9,682,1.7,0.6,0.3,0.6,0.3,1.4,2.0,2.6,-2.6,0.34,15,0.17,6.31
664,Darko Lazovic,5,Verona,Ita,34,12,863,0.9,0.5,0.3,0.3,0.3,0.4,0.5,1.75,-0.75,0.18,11,0.16,6.5
1640,Julian Baas,5,Sparta Rotterdam,Ned,22,7,424,0.3,1.6,0.3,0.7,0.0,0.3,0.7,0.02,-0.02,0.01,2,0.01,6.75
1576,Jota,5,Rennes,Fra,25,6,284,0.5,0.7,0.7,0.2,0.5,0.3,1.2,1.44,-0.44,0.46,3,0.48,6.33
435,Braydon Manu,10,PEC Zwolle,Ned,27,1,55,0.0,0.0,1.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,0,0.0,5.93
1065,Germán Valera,10,Real Sociedad,Esp,22,3,49,0.3,0.0,0.7,0.0,0.0,0.3,1.3,0.04,-0.04,0.07,1,0.04,6.2
1002,Frans Krätzig,2,Stuttgart,Ger,21,1,57,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,6.6
399,Bernd Leno,0,Fulham,Ing,32,11,990,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.67
2374,Myron van Brederode,5,AZ Alkmaar,Ned,21,3,172,0.7,0.7,1.0,1.3,0.0,1.7,2.0,0.65,-0.65,0.34,2,0.32,6.22
2518,Oier Sanjurjo,5,Osasuna,Esp,38,26,751,0.3,0.1,0.1,0.2,0.1,0.2,0.3,0.47,0.53,0.06,9,0.05,6.15
638,Daniele Baselli,5,Como,Ita,32,2,23,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0.0,6.19
2294,Mikayil Faye,2,Rennes,Fra,20,5,304,0.6,0.2,0.2,0.4,0.0,0.4,0.8,0.15,-0.15,0.04,3,0.05,6.53
784,Dwight McNeil,5,Everton,Ing,24,10,889,1.6,2.7,1.6,1.0,0.1,1.8,1.8,0.67,2.33,0.07,16,0.04,7.29
888,Evanilson,10,Bournemouth,Ing,25,10,714,1.9,0.7,0.5,1.4,0.8,0.9,1.2,3.82,0.18,0.48,19,0.2,6.8
2080,Marin Sverko,2,Venezia,Ita,26,7,408,0.3,0.1,0.1,0.1,0.0,0.1,0.3,0.05,-0.05,0.01,2,0.03,6.36
744,Dimitri Foulquier,5,Valencia,Esp,31,29,2337,0.6,0.4,0.8,1.4,0.0,0.4,0.7,0.64,-0.64,0.02,16,0.04,6.46
3048,Son,2,Levante,Esp,30,26,1979,0.5,0.6,0.7,0.5,0.1,0.2,1.3,1.03,-0.03,0.05,14,0.07,6.39
152,Ali Jasim,5,Como,Ita,20,2,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.07
2865,Ross Stewart,10,Southampton,Ing,28,4,131,0.5,0.0,0.3,1.3,0.3,1.3,0.3,0.14,-0.14,0.09,2,0.07,6.05
681,David Neres,5,Napoli,Ita,27,10,181,0.7,0.7,0.6,0.1,0.1,0.2,0.6,0.8,0.2,0.4,7,0.11,6.53
358,Bart Nieuwkoop,5,Feyenoord,Ned,28,5,240,0.4,0.6,0.4,0.2,0.0,0.2,0.8,0.81,-0.81,0.3,2,0.4,6.65
1948,Luke Woolfenden,2,Ipswich,Ing,26,5,377,0.2,0.0,0.0,0.2,0.0,0.0,0.2,0.03,-0.03,0.01,1,0.03,6.24
421,Boulaye Dia,10,Villarreal,Esp,27,25,1267,1.5,0.7,0.4,0.5,0.3,0.8,1.3,5.42,-0.42,0.39,37,0.15,6.62
2694,Pote,5,Sporting,Por,26,8,584,4.0,4.6,1.1,0.6,0.3,1.3,2.0,3.67,0.33,0.57,30,0.12,7.95
1188,Hirving Lozano,10,PSV Eindhoven,Ned,29,4,222,3.5,1.0,1.3,1.5,0.5,1.5,2.3,2.27,1.73,0.92,14,0.16,7.98
2157,Matheus Pereira,5,Santa Clara,Por,23,9,273,0.4,0.8,0.6,1.3,0.0,0.1,1.1,0.72,-0.72,0.24,4,0.18,6.55
1966,László Bénes,5,Union Berlin,Ger,27,7,157,1.0,0.9,0.1,0.1,0.1,0.3,0.7,0.42,0.58,0.24,7,0.06,6.42
3162,Tiago Tomás,10,Wolfsburg,Ger,22,10,728,1.6,0.8,1.2,2.0,0.2,1.2,1.8,2.98,0.02,0.37,16,0.19,6.74
768,Dominic Solanke,10,Tottenham,Ing,27,9,799,2.7,0.4,1.4,1.4,0.2,1.4,2.2,5.67,-1.67,0.64,24,0.24,7.3
1114,Gonçalo Inácio,2,Sporting,Por,23,10,695,0.8,0.4,0.0,0.0,0.0,0.4,0.1,1.23,-0.23,0.16,7,0.18,7.05
2280,Miguel Gutiérrez,5,Real Madrid,Esp,23,3,262,0.0,1.0,2.0,2.7,0.0,0.7,0.3,0.0,0.0,0.0,0,0.0,7.44
2936,Samuel Gigot,2,Lazio,Ita,31,3,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.22
3031,Silvester van der Water,5,RKC Waalwijk,Ned,28,5,306,1.6,0.2,1.0,0.8,0.0,0.8,1.6,0.9,1.1,0.26,8,0.11,6.72
1688,Kaoru Mitoma,5,Brighton,Ing,27,11,921,2.0,1.3,1.9,0.7,0.2,0.6,1.5,3.58,-2.58,0.35,22,0.16,6.97
3211,Tomás Soucek,5,West Ham,Ing,29,10,655,1.7,0.9,0.0,0.5,0.1,0.4,0.5,3.14,-1.14,0.43,17,0.18,6.87
1721,Kevin Kampl,5,RBL,Ger,34,7,507,0.6,1.0,0.9,0.7,0.0,0.7,1.0,0.51,0.49,0.09,4,0.13,6.88
3312,Warmed Omari,2,Lyon,Fra,24,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.19
2946,Samuele Vignato,10,Monza,Ita,20,6,205,0.3,0.2,0.3,0.3,0.0,0.8,1.0,0.17,-0.17,0.08,2,0.09,6.06
1191,Hugo Bueno,5,Feyenoord,Ned,22,7,484,0.6,1.4,0.6,0.7,0.0,0.3,1.3,0.13,-0.13,0.02,4,0.03,6.88
500,Carlos Soler,5,Valencia,Esp,27,32,2485,1.3,1.7,0.6,1.4,0.1,0.4,1.2,8.5,2.5,0.31,41,0.21,6.93
1687,Kanya Fujimoto,10,Gil Vicente,Por,25,11,903,1.7,1.1,0.4,1.3,0.2,0.7,1.5,2.39,2.61,0.24,19,0.13,6.84
1308,Jacob Trenskow,5,SC Heerenveen,Ned,23,12,931,2.5,1.3,0.9,0.7,0.0,0.4,1.8,2.8,1.2,0.27,30,0.09,6.98
2424,Niclas Füllkrug,10,West Ham,Ing,31,3,63,0.7,0.0,0.0,0.0,0.3,0.3,1.3,0.26,-0.26,0.38,2,0.13,6.22
3445,Álex Primo,0,Levante,Esp,20,1,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.26
2737,Rayan Raveloson,5,Auxerre,Fra,27,10,624,1.3,0.3,0.7,0.9,0.0,0.9,0.9,0.71,0.29,0.1,13,0.05,6.52
1635,Jubal,2,Auxerre,Fra,31,9,759,0.8,0.1,0.0,0.4,0.0,0.1,0.1,2.08,-1.08,0.25,7,0.3,6.7
2197,Matthis Abline,10,Nantes,Fra,21,11,797,1.9,0.5,0.6,1.3,0.1,1.5,2.6,1.69,0.31,0.19,21,0.08,6.45
1183,Hianga'a Mbock,2,Brest,Fra,24,1,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,-0.01,0.05,1,0.01,6.33
713,Deniz Undav,10,Stuttgart,Ger,28,9,647,3.6,0.6,0.4,0.7,0.6,1.6,2.1,4.47,0.53,0.62,32,0.14,6.97
3135,Thom Haye,5,Almere City FC,Ned,29,8,537,1.8,1.9,0.1,0.3,0.0,0.8,0.8,0.38,-0.38,0.06,14,0.03,6.68
365,Basar Önal,5,NEC Nijmegen,Ned,20,12,682,1.1,0.9,1.1,0.7,0.1,0.7,1.9,1.06,-1.06,0.14,13,0.08,6.48
232,Andu Kelati,5,Holstein Kiel,Ger,22,2,101,1.5,1.0,0.5,2.0,0.0,0.0,1.0,0.25,-0.25,0.22,3,0.08,6.13
1745,Kike García,10,Osasuna,Esp,34,33,1860,1.6,0.6,0.4,1.1,0.3,1.1,2.5,6.3,-1.3,0.3,53,0.12,6.47
1436,Jibril Othman,10,Saint-Etienne,Fra,20,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.01
2940,Samuel Lobato,5,Famalicao,Por,23,4,45,0.0,0.0,0.3,0.3,0.0,0.8,0.0,0.0,0.0,0.0,0,0.0,6.09
2749,Raúl Torrente,2,Granada,Esp,23,18,1283,0.2,0.2,0.1,0.6,0.1,0.0,0.2,0.35,-0.35,0.02,4,0.09,6.46
3265,Vasco Lopes,10,AVS Futebol SAD,Por,25,7,314,1.1,0.6,1.1,1.6,0.0,1.3,1.9,0.93,1.07,0.27,8,0.12,6.64
1998,Mamadou Diakhon,10,Reims,Fra,19,8,109,0.5,0.4,0.9,0.6,0.0,0.1,0.9,0.32,-0.32,0.26,4,0.08,6.27
1719,Kevin Danso,2,Lens,Fra,26,6,540,0.5,0.2,0.2,1.2,0.2,0.5,1.0,0.18,-0.18,0.03,3,0.06,6.88
2554,Orbelín Pineda,5,Celta Vigo,Esp,28,7,94,0.7,0.1,0.1,0.6,0.0,0.4,0.3,0.34,-0.34,0.32,5,0.07,6.14
2246,Mees Hoedemakers,2,NEC Nijmegen,Ned,26,12,949,0.8,0.8,0.4,0.5,0.0,0.3,0.9,0.39,-0.39,0.04,10,0.04,6.89
2948,Sandi Lovric,5,Udinese,Ita,26,11,657,1.5,0.5,0.5,0.8,0.0,0.5,1.6,1.39,-0.39,0.19,16,0.09,6.37
878,Espen van Ee,2,SC Heerenveen,Ned,21,11,789,1.3,0.4,0.2,1.3,0.0,0.9,1.2,0.48,-0.48,0.05,14,0.03,6.4
1145,Guus Beaumont,5,Almere City FC,Ned,22,2,10,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0.0,6.05
2352,Morgan Guilavogui,10,St. Pauli,Ger,26,9,558,1.2,0.8,1.2,1.6,0.4,1.0,2.8,1.32,-1.32,0.21,11,0.12,6.57
295,Aritz Elustondo,2,Real Sociedad,Esp,30,30,2102,0.5,0.0,0.2,0.7,0.1,0.0,0.4,1.95,2.05,0.08,14,0.14,6.77
3195,Tom van de Looi,2,Famalicao,Por,25,9,231,0.2,0.1,0.0,0.3,0.0,0.2,0.1,0.2,-0.2,0.08,2,0.1,6.27
928,Felipe,2,Atletico,Esp,35,26,1499,0.4,0.2,0.1,0.5,0.1,0.1,0.3,1.28,0.72,0.08,11,0.12,6.52
113,Alessandro Vogliacco,2,Genoa,Ita,26,9,647,0.6,0.1,0.0,0.2,0.0,0.1,0.2,1.37,0.63,0.19,5,0.27,6.46
1625,Juan Jesus,2,Napoli,Ita,33,1,79,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.09,-0.09,0.11,1,0.09,6.15
2993,Sepp van den Berg,5,Brentford,Ing,22,9,733,0.8,0.2,0.2,0.3,0.0,0.3,0.8,0.75,-0.75,0.09,7,0.11,6.54
187,Amir Rrahmani,2,Napoli,Ita,30,12,1080,1.0,0.3,0.0,0.3,0.0,0.1,0.3,0.88,-0.88,0.07,12,0.07,6.93
119,Alex Berenguer,10,Athletic Club,Esp,29,34,2174,1.4,1.3,1.0,1.4,0.4,1.1,2.1,5.93,-2.93,0.25,46,0.13,6.78
2437,Nicola Sansone,10,Lecce,Ita,33,3,55,1.0,0.3,0.0,0.3,0.0,0.3,0.0,0.49,-0.49,0.79,3,0.16,6.18
1648,Julius Dirksen,2,Go Ahead Eagles,Ned,21,1,21,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,-0.03,0.12,1,0.03,6.06
3485,Ümit Akdag,2,Toulouse,Fra,21,2,142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.93
1975,Machado,10,Boavista,Por,20,7,58,0.4,0.1,0.1,0.0,0.1,0.0,0.1,0.14,-0.14,0.21,3,0.05,6.03
2565,Otso Liimatta,5,Famalicao,Por,20,4,112,0.5,0.3,0.0,1.0,0.0,0.3,2.0,0.46,-0.46,0.37,2,0.23,6.04
3415,Zakaria Aboukhlal,10,Toulouse,Fra,24,11,833,2.9,0.3,0.5,0.8,0.2,1.0,2.6,5.74,-1.74,0.62,32,0.18,6.71
2190,Matteo Prati,2,Cagliari,Ita,20,5,238,0.0,0.6,0.0,0.8,0.0,0.4,0.4,0.0,0.0,0.0,0,0.0,6.07
2364,Mostafa Mohamed,10,Nantes,Fra,26,10,398,1.5,0.2,0.3,0.1,0.2,0.9,1.3,1.74,-0.74,0.39,15,0.12,6.45
3114,Teo Quintero,2,Sparta Rotterdam,Ned,25,4,333,1.0,0.0,0.3,0.5,0.0,0.3,0.3,0.27,0.73,0.07,4,0.07,7.32
2626,Pavel Kaderábek,5,Hoffenheim,Ger,32,8,551,0.5,0.8,0.3,0.4,0.0,0.1,0.3,0.11,-0.11,0.02,4,0.03,6.54
2729,Raphaël Guerreiro,5,Bayern,Ger,30,8,583,0.8,1.6,0.6,0.4,0.0,0.4,0.9,0.34,-0.34,0.05,6,0.06,6.86
3009,Sergio Escudero,5,Granada,Esp,35,27,1429,0.8,0.5,0.1,0.7,0.2,0.4,0.7,1.28,0.72,0.08,21,0.06,6.5
2185,Matteo Dams,2,PSV Eindhoven,Ned,20,11,682,0.2,0.5,0.4,0.0,0.0,0.3,0.4,0.08,-0.08,0.01,2,0.04,6.88
316,Artur Jorge,2,Farense,Por,30,8,678,0.9,0.1,0.0,0.1,0.0,0.0,0.5,0.92,-0.92,0.12,7,0.13,6.27
770,Dominik Janosek,5,NAC Breda,Ned,26,12,579,1.1,1.1,0.2,1.1,0.0,0.7,0.8,1.17,0.83,0.18,13,0.09,6.62
76,Alberto Cerri,10,Como,Ita,28,4,80,1.0,0.0,0.0,0.3,0.3,0.8,0.5,1.48,-1.48,1.66,4,0.37,5.87
1651,Julián Malatini,2,Werder Bremen,Ger,23,7,430,0.3,0.1,0.3,0.7,0.0,0.1,0.3,0.17,0.83,0.04,2,0.09,6.66
2649,Peer Koopmeiners,2,AZ Alkmaar,Ned,24,12,932,0.7,0.9,0.0,0.3,0.0,0.3,0.5,0.29,-0.29,0.03,8,0.04,6.9
2992,Senny Mayulu,5,PSG,Fra,18,7,190,1.3,0.6,0.4,0.4,0.0,0.6,0.7,1.81,-0.81,0.86,9,0.2,6.57
3351,Yair Mena,10,AVS Futebol SAD,Por,24,4,29,0.3,0.0,0.0,1.3,0.5,0.0,0.8,0.08,-0.08,0.25,1,0.08,5.92
522,Chema Rodríguez,2,Getafe,Esp,32,2,47,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.03,-0.03,0.06,1,0.03,5.89
2587,Pablo Rosario,5,Nice,Fra,27,11,789,0.6,0.8,0.3,0.5,0.0,0.7,0.7,1.52,-0.52,0.17,7,0.22,6.61
1657,Junior Mwanga,2,Strasbourg,Fra,21,7,227,0.0,0.1,0.3,0.0,0.0,0.4,0.7,0.0,0.0,0.0,0,0.0,6.23
2983,Sebastian Walukiewicz,2,Empoli,Ita,24,2,180,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.1,-0.1,0.02,3,0.03,6.92
2036,Marc Kempf,2,Como,Ita,29,10,900,0.8,0.4,0.0,0.4,0.0,0.2,0.2,0.5,-0.5,0.05,8,0.06,6.75
1641,Julian Brandt,10,Borussia Dortmund,Ger,28,10,821,1.7,2.1,0.8,0.7,0.2,1.0,1.5,1.95,-1.95,0.21,17,0.11,6.71
3434,Álex Balboa,5,Almere City FC,Ned,23,4,324,1.5,0.5,0.0,2.0,0.0,0.5,0.5,0.23,-0.23,0.07,6,0.04,6.0
1896,Lucas Martínez Quarta,2,Fiorentina,Ita,28,7,325,0.4,0.1,0.1,0.3,0.0,0.1,0.7,0.96,0.04,0.27,3,0.32,6.56
1613,João Teixeira Mendes,2,Vitoria de Guimaraes,Por,24,11,977,0.1,0.6,0.3,0.5,0.3,0.5,1.2,0.01,-0.01,0.0,1,0.01,6.6
1256,Ismael Ruiz,5,Granada,Esp,23,8,282,0.5,0.3,0.3,0.4,0.1,0.1,0.1,0.09,-0.09,0.03,4,0.02,6.18
2868,Ruben Kluivert,2,Casa Pia AC,Por,23,7,454,0.7,0.1,0.1,0.3,0.1,0.0,0.0,0.55,0.45,0.11,5,0.11,6.56
3430,Zé Pedro,2,Porto,Por,27,8,656,0.3,0.4,0.0,0.4,0.0,0.0,0.1,0.12,-0.12,0.02,2,0.06,7.17
3030,Silvan Widmer,5,Mainz,Ger,31,8,122,0.0,0.3,0.0,0.0,0.1,0.0,0.3,0.0,0.0,0.0,0,0.0,6.15
2399,Nehuén Pérez,2,Udinese,Ita,24,2,180,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.05,-0.05,0.01,1,0.05,6.52
2585,Pablo Piatti,5,Elche,Esp,35,10,307,0.4,0.4,0.2,0.8,0.1,0.4,1.0,0.12,-0.12,0.04,4,0.03,6.21
2651,Pepe Reina,0,Como,Ita,42,5,450,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.33
439,Brennan Johnson,10,Tottenham,Ing,23,11,871,3.0,0.8,0.5,0.5,0.4,0.6,1.2,5.18,-1.18,0.53,33,0.16,7.0
815,Elias Saad,5,St. Pauli,Ger,24,6,343,1.7,1.2,1.5,2.5,0.0,2.2,3.2,1.0,1.0,0.26,10,0.1,6.87
2327,Mitchell Weiser,5,Werder Bremen,Ger,30,9,802,1.8,1.3,1.0,1.2,0.0,1.3,2.2,1.46,-0.46,0.16,16,0.09,6.71
2543,Ollie Watkins,10,Aston Villa,Ing,28,11,848,2.4,0.7,0.2,1.2,0.1,1.8,2.0,7.17,-2.17,0.76,26,0.28,6.76
2733,Rassoul Ndiaye,5,Le Havre,Fra,22,8,436,1.4,0.4,0.1,0.6,0.1,0.3,0.5,1.13,-0.13,0.23,11,0.1,6.46
109,Alessandro Circati,2,Parma Calcio 1913,Ita,21,4,360,0.0,0.0,0.0,0.5,0.0,0.5,0.8,0.0,0.0,0.0,0,0.0,6.35
1428,Jesús Owono,0,Deportivo Alaves,Esp,23,1,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.3
2785,Rick Meissen,2,Sparta Rotterdam,Ned,22,9,533,0.2,0.4,0.0,0.2,0.0,0.0,0.1,0.08,-0.08,0.01,2,0.04,6.35
801,Edoardo Bove,5,Fiorentina,Ita,22,10,751,0.7,0.9,0.6,2.0,0.0,0.8,1.0,0.99,0.01,0.12,7,0.14,6.96
868,Eric García,5,Barcelona,Esp,23,26,2044,0.2,0.2,0.1,0.2,0.1,0.0,0.5,0.4,-0.4,0.02,6,0.07,6.62
3225,Tristan Gooijer,2,PEC Zwolle,Ned,20,1,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.29
2287,Miguel Rodríguez,10,FC Utrecht,Ned,21,7,186,0.7,0.6,0.7,0.9,0.0,0.9,1.9,0.13,0.87,0.06,5,0.03,6.63
2920,Sam Kersten,2,SC Heerenveen,Ned,26,8,571,0.5,0.3,0.3,0.5,0.0,0.1,0.8,0.21,-0.21,0.03,4,0.05,6.26
1662,Jurriën Timber,2,Arsenal,Ing,23,9,687,0.7,1.1,0.9,0.3,0.1,0.6,0.7,0.33,-0.33,0.04,6,0.05,6.63
2372,Myles Lewis-Skelly,5,Arsenal,Ing,18,2,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.02
2441,Nicolas Haas,5,Empoli,Ita,28,10,281,0.1,0.2,0.0,0.3,0.0,0.3,0.3,0.01,-0.01,0.0,1,0.01,6.21
2732,Rasmus Nicolaisen,2,Toulouse,Fra,27,7,624,0.7,0.3,0.1,1.1,0.0,0.3,0.1,0.51,-0.51,0.07,5,0.1,6.73
164,Alphadjo Cissè,10,Verona,Ita,18,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,-0.02,1.49,1,0.02,6.16
2200,Mattia Felici,10,Cagliari,Ita,23,3,65,0.3,0.3,1.3,1.3,0.0,0.3,0.3,0.02,-0.02,0.03,1,0.02,6.45
2376,Máximo Perrone,2,Como,Ita,21,8,662,0.5,1.8,0.0,0.4,0.0,0.6,1.0,0.63,-0.63,0.09,4,0.16,6.54
2290,Miha Zajc,10,Toulouse,Fra,30,7,130,0.4,0.3,0.0,0.0,0.0,0.1,0.1,0.1,-0.1,0.07,3,0.03,6.06
1410,Jerdy Schouten,5,PSV Eindhoven,Ned,27,7,498,0.4,1.6,1.0,1.3,0.0,0.4,0.4,0.55,0.45,0.1,3,0.18,7.15
750,Diogo Calila,5,Santa Clara,Por,26,10,535,0.5,0.6,0.1,0.6,0.1,0.1,1.2,0.74,0.26,0.13,5,0.15,6.44
880,Esteban Lepaul,10,Angers,Fra,24,7,147,0.4,0.0,0.0,0.0,0.1,0.1,0.6,0.19,0.81,0.12,3,0.06,6.2
1861,Loreintz Rosier,2,Fortuna Sittard,Ned,26,12,1010,1.3,0.3,0.3,0.8,0.0,0.3,0.4,0.97,1.03,0.09,15,0.06,7.18
1484,Jonas Omlin,0,Borussia M.Gladbach,Ger,30,3,270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,7.04
1994,Mama Baldé,10,Brest,Fra,29,8,422,1.4,0.8,0.8,1.1,0.5,1.1,1.4,1.09,0.91,0.23,11,0.1,6.76
2666,Phil Foden,10,Man City,Ing,24,8,461,1.9,2.0,0.6,1.5,0.3,0.6,0.9,0.96,-0.96,0.19,15,0.06,6.72
3196,Tommaso Augello,5,Cagliari,Ita,30,12,830,0.2,0.8,0.8,0.4,0.2,0.9,0.6,0.06,-0.06,0.01,2,0.03,6.7
1726,Kevin Trapp,0,Eintracht Frankfurt,Ger,34,7,586,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0,0.0,6.89
2754,Reinildo,5,Atletico,Esp,30,17,1300,0.1,0.2,0.3,1.2,0.0,0.3,0.8,0.24,-0.24,0.02,2,0.12,6.77
3093,Séamus Coleman,5,Everton,Ing,36,1,90,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.48,-0.48,0.48,1,0.48,6.29
759,Djevencio van der Kust,2,Sparta Rotterdam,Ned,23,11,904,0.1,0.3,0.0,0.3,0.1,0.3,1.5,0.02,-0.02,0.0,1,0.02,6.28
1623,Juan Foyth,5,Villarreal,Esp,26,25,1932,0.2,0.4,1.1,0.9,0.0,0.3,1.0,0.83,0.17,0.04,6,0.14,6.94
3100,Takehiro Tomiyasu,2,Arsenal,Ing,26,1,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,-0.16,2.43,1,0.16,6.46
987,Francesco Zampano,5,Venezia,Ita,31,12,915,0.3,0.2,0.5,0.6,0.4,0.9,1.3,0.58,-0.58,0.06,4,0.14,6.21
1530,Jorge Cuenca,2,Getafe,Esp,24,32,2686,0.5,0.1,0.1,0.4,0.0,0.1,0.4,0.76,0.24,0.03,16,0.05,6.72
1841,Levi Colwill,2,Chelsea,Ing,21,11,990,0.3,0.3,0.3,0.8,0.1,0.4,0.5,0.45,-0.45,0.04,3,0.15,6.67
971,Florian Sotoca,10,Lens,Fra,34,10,626,2.0,0.6,0.7,0.6,0.3,0.8,1.2,2.08,-2.08,0.3,20,0.1,6.7
488,Carlos Akapo,5,Cadiz,Esp,31,25,1847,0.4,0.3,0.5,1.0,0.1,0.4,1.1,0.42,-0.41,0.02,10,0.04,6.72
2492,Nordi Mukiele,5,Leverkusen,Ger,27,3,104,0.0,0.3,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0,0.0,6.02
3376,Yehvann Diouf,0,Reims,Fra,24,11,990,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.93
3346,Ximo Navarro,2,Deportivo Alaves,Esp,34,18,1351,0.6,0.2,0.3,1.4,0.1,0.3,1.1,0.53,-0.53,0.04,10,0.05,6.29
2198,Mattia Bani,2,Genoa,Ita,30,5,361,0.6,0.0,0.2,0.4,0.2,0.0,0.0,0.1,-0.1,0.03,3,0.03,6.28
183,Amine Oudrhiri,2,Rio Ave,Por,32,10,623,0.1,0.3,0.0,0.3,0.0,0.1,0.5,0.04,-0.04,0.01,1,0.04,6.23
788,Dylan Vente,10,PEC Zwolle,Ned,25,11,874,0.9,0.5,0.4,1.2,0.1,0.2,1.5,1.99,1.01,0.2,10,0.2,6.69
2509,Nélson Oliveira,10,Vitoria de Guimaraes,Por,33,11,749,1.7,0.5,0.2,1.7,0.5,1.1,1.5,2.06,-0.06,0.25,19,0.11,6.55
1405,Jens Mathijsen,2,Willem II,Ned,17,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.0
2683,Pierre Lees-Melou,5,Brest,Fra,31,5,330,1.8,0.4,0.6,0.8,0.0,0.6,1.0,0.34,-0.34,0.09,9,0.04,6.73
26,Adam Kaied,10,NAC Breda,Ned,22,6,164,0.3,0.3,0.5,0.0,0.0,1.2,0.2,0.14,-0.14,0.08,2,0.07,6.24
2309,Mikkel Kaufmann,10,FC Heidenheim,Ger,23,5,183,0.2,0.4,0.0,1.6,0.0,0.2,1.2,0.34,-0.34,0.17,1,0.34,6.32
2067,Marcos López,2,Feyenoord,Ned,24,1,90,0.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0.0,6.7
1782,Krépin Diatta,10,Monaco,Fra,25,6,193,0.3,0.2,0.3,0.7,0.0,0.0,0.5,0.32,-0.32,0.15,2,0.16,6.28
1752,Kilian Fischer,5,Wolfsburg,Ger,24,10,694,0.2,0.3,0.3,0.1,0.0,0.5,1.1,0.12,-0.12,0.02,2,0.06,6.32
