,nom_jugad,num_pos,equipo,liga,edad,apariciones_totales,min_jugados,tirosXp,pasesXp,regatesXp,faltadoXp,fuerajuegoXp,robadoXp,malcontroXp,goles_esperados,xGDiff,xG/90,total_disparos,xG/Shots,rating
591,Crysencio Summerville,5,West Ham,Ing,23,10,344,0.4,0.7,0.5,0.9,0.1,1.0,0.8,1.02,-0.02,0.27,4,0.26,6.32
2316,Milos Kerkez,5,Bournemouth,Ing,21,11,930,0.6,0.9,0.5,0.9,0.0,0.3,1.2,0.19,-0.19,0.02,7,0.03,6.66
3248,Valentin Atangana Edoa,2,Reims,Fra,19,11,950,0.9,0.5,1.0,1.7,0.1,0.7,1.4,0.25,-0.25,0.02,10,0.02,6.77
327,Augustine Boakye,10,Saint-Etienne,Fra,24,7,271,1.0,0.6,1.3,0.4,0.0,1.1,0.6,0.29,-0.29,0.1,7,0.04,6.37
308,Artem Dovbyk,10,Roma,Ita,27,11,957,2.3,0.6,0.5,0.5,0.9,1.2,2.3,4.79,-0.79,0.45,25,0.19,6.66
752,Diogo Dalot,5,Man Utd,Ing,25,11,957,0.3,0.8,0.6,0.5,0.0,0.1,1.0,0.79,-0.79,0.07,3,0.26,6.95
329,Augusto Solari,5,Celta Vigo,Esp,32,26,700,0.3,0.2,0.3,0.4,0.0,0.5,0.7,0.27,-0.27,0.03,7,0.04,6.14
2705,Rafa Mir,10,Sevilla,Esp,27,34,1804,1.8,0.2,0.4,0.5,0.7,0.5,1.7,8.62,1.38,0.43,62,0.14,6.54
807,Eduardo Quaresma,2,Sporting,Por,22,6,394,0.2,0.2,0.5,0.5,0.0,0.7,1.5,0.03,-0.03,0.01,1,0.03,6.65
3476,Óscar Mingueza,5,Barcelona,Esp,25,19,892,0.1,0.5,0.3,0.2,0.1,0.3,0.4,0.24,-0.24,0.02,2,0.12,6.49
1525,Jordy Bruijn,10,Heracles,Ned,28,7,235,0.9,0.4,0.1,0.9,0.0,0.9,0.1,0.33,-0.33,0.12,6,0.05,6.1
2618,Paul Nebel,5,Mainz,Ger,22,8,353,0.8,0.3,0.6,0.6,0.0,0.6,0.9,0.66,0.34,0.17,6,0.11,6.42
1557,Josué Sá,5,Gil Vicente,Por,32,3,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.08
974,Florian Wirtz,10,Leverkusen,Ger,21,10,836,3.2,2.6,3.3,0.7,0.3,1.9,1.9,3.65,0.35,0.39,32,0.11,7.71
97,Alejandro Catena,2,Rayo Vallecano,Esp,30,36,3240,0.6,0.2,0.1,0.4,0.1,0.2,0.3,1.25,0.75,0.03,23,0.05,6.8
3315,Warren Zaïre-Emery,5,PSG,Fra,18,10,751,0.5,0.8,0.5,0.9,0.1,1.3,1.3,0.56,0.44,0.07,5,0.11,6.9
1577,Jota Silva,10,Nottingham Forest,Ing,25,10,212,0.4,0.4,0.4,0.8,0.2,0.4,0.7,0.31,-0.31,0.13,4,0.08,6.38
2914,Salva Sevilla,5,Mallorca,Esp,40,28,1510,0.9,1.0,0.2,0.3,0.0,0.2,0.7,4.63,0.37,0.28,26,0.18,6.52
1038,Galeno,5,Porto,Por,27,10,801,2.9,1.3,1.1,1.8,0.1,0.9,1.3,6.12,1.88,0.69,27,0.23,7.52
13,Abdoulaye Bamba,5,Angers,Fra,34,4,251,0.0,0.5,0.0,0.5,0.0,0.0,0.3,0.0,0.0,0.0,0,0.0,6.33
936,Fernando,5,Sevilla,Esp,37,24,1851,0.3,0.3,0.3,0.5,0.0,0.3,1.0,0.84,0.16,0.04,6,0.14,6.69
870,Eric Veiga,2,AVS Futebol SAD,Por,27,4,147,0.3,0.3,0.3,1.0,0.3,0.3,0.3,0.04,-0.04,0.02,1,0.04,6.09
3012,Sergio Rico,0,Mallorca,Esp,31,14,1260,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.13
556,Cisse Sandra,10,Willem II,Ned,20,12,1005,2.0,0.7,0.9,0.8,0.1,1.4,2.3,2.47,1.53,0.22,24,0.1,6.79
2817,Robin Gosens,5,Union Berlin,Ger,30,1,90,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.01,-0.01,0.01,1,0.01,6.46
443,Brian Oliván,2,Mallorca,Esp,30,28,2189,0.7,0.7,0.3,0.3,0.1,0.3,0.6,1.6,-0.6,0.07,20,0.08,6.43
1686,Kandet Diawara,10,Le Havre,Fra,24,1,3,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0.0,5.88
1432,Jhon Durán,10,Aston Villa,Ing,20,11,279,1.3,0.1,0.3,0.7,0.1,0.9,0.6,2.92,1.08,0.94,14,0.21,6.47
2636,Pedro Carvalho,2,Estoril,Por,21,6,284,0.7,0.5,0.7,0.3,0.0,0.3,1.2,0.31,-0.31,0.1,4,0.08,6.44
1617,Juan Cabal,2,Juventus,Ita,23,7,462,0.7,0.1,0.6,1.4,0.1,0.6,0.9,0.13,-0.13,0.03,5,0.03,6.57
3413,Yvann Maçon,5,Saint-Etienne,Fra,26,4,289,0.5,1.0,0.8,0.5,0.0,0.5,1.3,0.04,-0.04,0.01,2,0.02,6.15
1664,Justin Devenny,5,Crystal Palace,Ing,21,1,74,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.08,-0.08,0.1,1,0.08,6.47
1751,Kiko Casilla,0,Elche,Esp,38,14,1260,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0,0.0,6.61
413,Boris Lambert,5,Willem II,Ned,24,9,406,0.1,0.0,0.4,0.2,0.0,0.3,0.6,0.01,-0.01,0.0,1,0.01,6.44
1941,Lukas Daschner,10,Bochum,Ger,26,9,310,0.9,0.4,0.6,0.2,0.0,0.0,1.8,2.68,-1.68,0.78,8,0.34,6.28
2546,Omar Faraj,10,Levante,Esp,22,1,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,6.01
2181,Matt Doherty,5,Wolves,Ing,32,5,210,0.4,0.2,0.2,0.2,0.0,0.2,0.6,0.13,-0.13,0.05,2,0.06,6.17
1645,Julien Duranville,10,Borussia Dortmund,Ger,18,1,24,1.0,1.0,3.0,1.0,0.0,0.0,1.0,0.07,-0.07,0.28,1,0.07,6.88
2420,Nick Olij,0,Sparta Rotterdam,Ned,29,12,1080,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0,0.0,6.71
2266,Michel,5,Estoril,Por,22,10,598,0.2,0.4,0.4,1.8,0.0,0.7,0.7,0.04,-0.04,0.01,2,0.02,6.19
1967,Léo Alaba,2,AVS Futebol SAD,Por,25,4,335,0.8,0.0,0.3,0.8,0.0,1.0,2.5,0.1,-0.1,0.03,3,0.03,6.34
1491,Jonathan David,10,Lille,Fra,24,11,822,2.5,0.5,0.7,1.5,0.2,1.0,2.5,6.32,0.68,0.69,27,0.23,6.96
595,Cédric Hountondji,2,Angers,Fra,30,3,270,0.0,0.0,0.0,0.3,0.0,0.0,0.7,0.0,0.0,0.0,0,0.0,6.42
239,Angeliño,5,Roma,Ita,27,12,992,0.5,1.2,0.2,0.7,0.3,0.3,0.5,0.21,-0.21,0.02,6,0.04,6.7
2579,Owen Wijndal,2,Ajax,Ned,24,2,93,0.5,0.0,0.0,1.5,0.0,1.0,1.0,0.06,-0.06,0.06,1,0.06,6.33
1174,Hauke Wahl,2,St. Pauli,Ger,30,10,900,0.1,0.3,0.4,0.5,0.1,0.2,0.2,0.07,-0.07,0.01,1,0.07,6.61
3034,Simon Banza,10,Braga,Por,28,1,20,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0,0.0,5.77
8,Abdallah Sima,10,Brest,Fra,23,6,262,1.5,0.3,0.2,1.2,0.0,1.0,2.0,1.06,-1.06,0.36,9,0.12,6.4
3087,Suso,10,Sevilla,Esp,30,8,390,0.8,0.5,0.9,0.9,0.3,0.3,1.0,0.35,-0.35,0.08,6,0.06,6.43
337,Ayman Aiki,10,Saint-Etienne,Fra,19,3,86,0.7,0.0,0.0,0.3,0.0,2.0,1.3,0.12,-0.12,0.12,2,0.06,5.95
1423,Jesse Joronen,0,Venezia,Ita,31,7,630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.65
461,Bryan Mbeumo,10,Brentford,Ing,25,11,987,2.0,1.6,1.0,1.3,0.5,1.1,2.7,3.98,4.02,0.36,22,0.18,7.35
1652,Juliën Mesbahi,2,Twente,Ned,18,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.23
117,Alessio Zerbin,5,Napoli,Ita,25,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.0
1707,Keke Topp,10,Werder Bremen,Ger,20,10,174,0.4,0.7,0.0,0.5,0.2,0.9,0.9,0.72,0.28,0.37,4,0.18,6.28
158,Alisson Becker,0,Liverpool,Ing,32,6,529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,7.04
136,Alexander Sørloth,10,Real Sociedad,Esp,28,33,1760,1.1,0.7,1.2,0.4,0.4,1.6,2.2,6.84,-2.84,0.35,35,0.2,6.56
2966,Saïd Bakari,5,Sparta Rotterdam,Ned,30,6,407,0.5,0.0,0.8,0.3,0.0,0.3,1.2,0.16,-0.16,0.04,3,0.05,6.34
3330,William Osula,10,Newcastle,Ing,21,4,10,0.0,0.0,0.3,0.0,0.3,0.5,0.0,0.0,0.0,0.0,0,0.0,6.02
1274,Ivan Ilic,5,Torino,Ita,23,9,582,1.0,0.7,0.3,1.6,0.1,0.9,1.0,1.12,-0.12,0.17,9,0.12,6.48
2289,Miguel de la Fuente,10,Deportivo Alaves,Esp,25,22,828,1.0,0.2,0.6,0.9,0.2,0.5,1.5,2.55,-1.55,0.28,22,0.12,6.19
3036,Simon Olsson,5,SC Heerenveen,Ned,27,10,752,1.1,0.8,1.3,0.5,0.0,1.7,1.2,0.99,0.01,0.12,11,0.09,6.44
1690,Karim Benzema,10,Real Madrid,Esp,36,32,2600,4.0,1.9,1.1,0.3,1.0,0.8,1.1,25.19,1.81,0.87,128,0.2,7.69
127,Alexander Bernhardsson,10,Holstein Kiel,Ger,26,3,187,1.3,0.3,1.0,0.0,0.0,1.0,1.7,0.37,0.63,0.18,4,0.09,6.48
2533,Oliver Abildgaard,2,Como,Ita,28,1,7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.04
1555,Josko Gvardiol,2,Man City,Ing,22,11,943,1.5,0.9,0.5,0.9,0.0,0.7,0.5,1.2,1.8,0.11,16,0.07,7.19
2486,Noah Ohio,10,FC Utrecht,Ned,21,11,420,1.2,0.4,0.5,0.9,0.3,0.7,1.7,3.67,-0.67,0.79,13,0.28,6.47
3258,Valentín Carboni,5,Marseille,Fra,19,4,101,0.5,0.8,0.0,0.3,0.0,0.0,0.5,0.06,-0.06,0.06,2,0.03,6.23
3421,Zidane Iqbal,2,FC Utrecht,Ned,21,3,215,0.3,0.7,1.0,2.3,0.0,0.7,2.3,0.01,-0.01,0.0,1,0.01,6.85
2738,Razvan Marin,5,Cagliari,Ita,28,11,695,1.1,1.6,0.5,0.4,0.0,0.5,0.4,1.2,0.8,0.16,12,0.1,6.57
2227,Maxi Gómez,10,Valencia,Esp,28,29,1961,1.5,0.6,0.2,1.9,0.3,0.7,2.0,4.82,0.18,0.22,43,0.11,6.6
725,Devis Vásquez,0,Empoli,Ita,26,12,1080,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.66
2895,Ryan Trevitt,5,Brentford,Ing,21,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.13
2017,Manu Trigueros,10,Villarreal,Esp,33,35,2191,1.2,0.7,0.2,1.2,0.0,0.8,1.0,6.03,-0.03,0.25,41,0.15,6.72
1864,Lorenz Assignon,5,Rennes,Fra,24,10,535,0.2,0.5,0.7,0.6,0.1,1.0,0.9,0.14,-0.14,0.02,2,0.07,6.4
635,Daniel Villahermosa,5,Espanyol,Esp,23,1,22,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0.0,6.17
1727,Kevin Vogt,5,Union Berlin,Ger,33,10,853,0.1,0.0,0.2,0.4,0.0,0.1,0.3,0.77,0.23,0.08,1,0.77,6.56
951,Filippo Melegoni,5,Genoa,Ita,25,3,88,0.3,0.3,0.3,0.3,0.0,0.3,1.0,0.05,-0.05,0.05,1,0.05,6.16
3270,Vedat Muriqi,10,Mallorca,Esp,30,16,1439,3.2,0.9,0.6,1.0,0.4,0.9,2.6,4.75,0.25,0.3,51,0.09,7.22
1689,Karim Adeyemi,10,Borussia Dortmund,Ger,22,5,307,1.6,1.8,2.4,0.6,0.0,1.0,2.0,0.93,1.07,0.27,8,0.12,7.33
2265,Michail Antonio,10,West Ham,Ing,34,11,677,1.5,0.7,0.6,0.4,0.4,1.1,2.4,2.5,-1.5,0.33,17,0.15,6.4
230,Andrés Gómez,5,Rennes,Fra,22,5,221,0.6,0.6,1.2,0.4,0.0,0.6,1.2,0.18,0.82,0.07,3,0.06,6.45
837,Emile Smith Rowe,5,Fulham,Ing,24,11,805,1.6,1.3,0.5,0.8,0.3,0.5,1.4,2.56,0.44,0.29,18,0.14,6.9
2494,Nordine Kandil,5,Strasbourg,Fra,23,1,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.23
3362,Yann Karamoh,10,Torino,Ita,26,8,81,0.3,0.4,0.0,0.3,0.0,0.3,0.1,0.07,-0.07,0.07,2,0.03,6.06
862,Enzo Sternal,10,Marseille,Fra,17,2,22,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,6.03
2900,Róber Pier,5,Levante,Esp,29,27,2009,0.3,0.1,0.2,0.4,0.0,0.1,0.6,1.54,-0.54,0.07,8,0.19,6.4
1781,Kristoffer Peterson,10,Fortuna Sittard,Ned,29,9,512,1.9,0.9,1.8,0.2,0.0,0.8,2.1,1.36,0.64,0.24,17,0.08,6.86
1875,Lovro Majer,5,Wolfsburg,Ger,26,4,147,0.8,0.3,0.8,0.8,0.0,1.0,0.5,1.28,0.72,0.78,3,0.43,6.61
3461,Ángel Rodríguez,10,Mallorca,Esp,37,29,1551,1.0,0.4,0.4,0.8,0.6,0.7,1.6,4.8,-0.8,0.28,29,0.17,6.37
3107,Tanner Tessmann,2,Lyon,Fra,23,6,203,0.0,0.3,0.3,0.3,0.0,0.3,0.2,0.0,0.0,0.0,0,0.0,6.45
1859,Logan Delaurier-Chaubet,5,Almere City FC,Ned,22,9,452,0.9,0.9,0.7,0.4,0.0,1.0,1.8,0.37,-0.37,0.07,8,0.05,6.24
3163,Tidjany Touré,5,Gil Vicente,Por,22,10,420,1.0,0.3,1.1,0.8,0.1,0.2,0.9,1.15,-0.15,0.25,10,0.11,6.45
1438,Jizz Hornkamp,10,Heracles,Ned,26,7,160,0.6,0.3,0.1,0.1,0.4,0.6,0.3,0.66,-0.66,0.37,4,0.17,6.12
294,Aristide Zossou,5,Auxerre,Fra,19,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.91
75,Alberto Baio,2,Vitoria de Guimaraes,Por,21,5,223,0.2,0.8,0.8,0.4,0.0,0.8,2.4,0.06,-0.06,0.02,1,0.06,6.28
2219,Max Balard,2,NAC Breda,Ned,23,12,1080,0.0,0.4,0.5,1.2,0.0,0.6,0.6,0.0,0.0,0.0,0,0.0,6.64
1165,Harry Kane,10,Bayern,Ger,31,10,843,4.0,1.7,0.9,0.6,0.6,0.6,1.4,8.91,2.09,0.95,40,0.22,8.12
428,Bradley Barcola,10,PSG,Fra,22,11,751,3.1,1.5,1.8,0.7,0.2,0.6,2.5,7.01,2.99,0.84,34,0.21,7.83
627,Daniel Figueira,0,Estoril,Por,26,1,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.34
1876,Loïc Nego,5,Le Havre,Fra,33,10,721,0.5,0.4,0.5,1.0,0.3,0.2,0.8,0.34,-0.34,0.04,5,0.07,6.46
2336,Mohamed Kaba,5,Lecce,Ita,23,1,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.05
2342,Mohammed Amoura,10,Wolfsburg,Ger,24,8,650,2.8,1.5,1.1,0.6,1.0,0.8,1.4,2.47,-0.47,0.34,22,0.11,7.17
542,Christian Nørgaard,5,Brentford,Ing,30,9,778,1.3,0.6,0.3,1.3,0.0,0.9,1.1,1.61,-0.61,0.19,12,0.13,6.87
2356,Moritz Nicolas,0,Borussia M.Gladbach,Ger,27,7,630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,7.0
2592,Papu Gómez,10,Sevilla,Esp,36,29,1792,1.2,0.8,1.0,1.7,0.0,1.0,1.2,2.48,2.52,0.12,34,0.07,6.73
3459,Ángel Di María,10,Benfica,Por,36,9,594,3.2,1.9,1.1,1.1,0.9,0.4,1.6,3.72,-0.72,0.56,29,0.13,7.32
3193,Tom Pouilly,5,Lens,Fra,21,2,46,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0,0.0,5.99
1807,Lautaro Giannetti,2,Udinese,Ita,30,8,537,0.1,0.0,0.0,0.0,0.0,0.0,0.3,0.07,0.93,0.01,1,0.07,6.58
1345,Jan Van den Bergh,5,NAC Breda,Ned,30,11,990,1.1,0.5,0.2,0.7,0.3,0.5,0.5,2.25,-1.25,0.2,12,0.19,6.93
1984,Mahamadou Diawara,5,Lyon,Fra,19,2,15,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,0.0,5.9
2162,Mathias Jensen,5,Brentford,Ing,28,6,349,0.5,1.2,0.3,1.5,0.0,0.7,0.3,0.12,-0.12,0.03,3,0.04,6.41
221,André Gomes,5,Lille,Fra,31,5,359,0.2,0.6,0.4,0.8,0.0,1.0,1.6,0.02,-0.02,0.0,1,0.02,6.36
791,Désiré Doué,5,PSG,Fra,19,8,323,2.5,1.6,1.4,1.3,0.1,0.9,0.8,1.54,-1.54,0.43,20,0.08,6.73
1872,Louis Leroux,5,Nantes,Fra,18,2,16,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.22
569,Cole Palmer,10,Chelsea,Ing,22,11,956,3.3,2.6,1.3,2.4,0.5,1.0,1.5,5.26,1.74,0.5,36,0.15,7.58
2245,Mees Hilgers,2,Twente,Ned,23,11,868,0.8,0.3,0.1,0.4,0.0,0.0,0.6,2.06,-1.06,0.21,9,0.23,6.64
961,Florentino,2,Getafe,Esp,25,22,986,0.1,0.4,0.3,0.1,0.0,0.5,0.7,0.06,-0.06,0.01,3,0.02,6.4
405,Billal Brahimi,10,Nice,Fra,24,2,76,0.5,0.5,0.0,0.0,0.0,1.5,0.0,0.03,-0.03,0.04,1,0.03,6.23
2139,Massimo Luongo,5,Ipswich,Ing,32,5,145,0.0,0.0,0.0,0.4,0.0,0.4,0.4,0.0,0.0,0.0,0,0.0,6.05
3130,Thierry Lutonda,5,PEC Zwolle,Ned,24,8,348,0.3,0.3,0.5,0.4,0.0,0.6,0.5,0.05,-0.05,0.01,2,0.02,6.28
3175,Tim van de Loo,5,RKC Waalwijk,Ned,21,7,362,0.6,0.3,0.3,0.4,0.0,0.7,1.7,0.43,-0.43,0.11,4,0.11,6.2
417,Borna Sosa,5,Torino,Ita,26,7,335,0.3,0.1,0.0,0.1,0.0,0.0,0.3,0.03,-0.03,0.01,2,0.01,6.27
214,Andrii Lunin,0,Real Madrid,Esp,25,2,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,7.32
1125,Guido Carrillo,10,Elche,Esp,33,29,1157,0.8,0.2,0.3,0.9,0.2,0.5,1.2,3.85,-1.85,0.3,23,0.17,6.39
634,Daniel Podence,10,Wolves,Ing,29,2,47,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.05,-0.05,0.09,1,0.05,6.05
562,Cláudio Falcão,5,Farense,Por,30,11,963,1.5,1.0,0.5,0.7,0.1,0.6,0.5,0.65,-0.65,0.06,17,0.04,6.84
2344,Mohammed Salisu,2,Monaco,Fra,25,5,367,0.8,0.4,0.0,0.2,0.0,0.0,0.8,0.48,-0.48,0.12,4,0.12,6.98
2365,Mouctar Diakhaby,5,Valencia,Esp,27,29,1945,0.3,0.1,0.4,0.6,0.0,0.1,0.5,0.59,-0.59,0.03,8,0.07,6.42
463,Bukayo Saka,5,Arsenal,Ing,23,10,825,3.1,2.8,1.8,2.3,0.1,2.4,1.8,2.95,0.05,0.32,31,0.1,7.8
1161,Harrie Kuster,5,Twente,Ned,19,1,6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.17
223,André Lacximicant,10,Estoril,Por,23,5,145,0.6,0.0,0.8,1.0,0.0,0.2,1.0,0.62,-0.62,0.38,3,0.21,6.17
533,Chris Wood,10,Nottingham Forest,Ing,32,11,896,1.9,0.5,0.1,0.6,1.1,0.5,2.4,4.95,3.05,0.5,21,0.24,7.1
2532,Oleksandr Zinchenko,5,Arsenal,Ing,27,3,108,0.0,0.0,0.3,0.0,0.0,0.3,0.7,0.0,0.0,0.0,0,0.0,6.31
3379,Yeremy Pino,5,Villarreal,Esp,22,31,1688,0.9,0.8,0.8,1.1,0.3,0.7,2.1,6.31,-0.31,0.34,27,0.23,6.63
854,Enric Franquesa,5,Levante,Esp,27,16,618,0.1,0.2,0.6,0.4,0.1,0.5,0.6,0.11,-0.11,0.02,1,0.11,6.18
2933,Samuel Dahl,2,Roma,Ita,21,1,29,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,6.17
1271,Issiaga Sylla,5,Montpellier,Fra,30,7,344,0.4,0.1,0.4,0.3,0.0,0.4,0.4,0.1,-0.1,0.03,3,0.03,6.32
1270,Issiaga Camara,5,Nice,Fra,19,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.99
2187,Matteo Gabbia,2,AC Milan,Ita,25,4,360,1.3,0.3,0.0,0.3,0.0,0.0,0.0,0.86,0.14,0.22,5,0.17,6.94
1663,Justin Bijlow,0,Feyenoord,Ned,26,1,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.2
2601,Patrick Drewes,0,Bochum,Ger,31,10,900,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.18
1511,Jordan Lefort,2,Angers,Fra,31,11,990,0.1,0.6,0.3,0.5,0.0,0.1,0.4,0.06,-0.06,0.01,1,0.06,6.6
1589,João Gonçalves,0,Boavista,Por,24,4,360,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.55
94,Aleix Vidal,5,Espanyol,Esp,35,31,1908,0.2,0.8,0.4,1.0,0.0,0.5,0.8,0.91,1.09,0.04,6,0.15,6.39
2979,Sean Longstaff,2,Newcastle,Ing,27,10,511,0.3,0.2,0.1,0.3,0.0,0.5,0.6,0.27,-0.27,0.05,3,0.09,6.44
2595,Pasquale Mazzocchi,5,Napoli,Ita,29,9,387,0.2,0.4,0.6,0.3,0.1,1.1,0.6,0.15,-0.15,0.03,2,0.07,6.34
20,Abner Vinícius,5,Lyon,Fra,24,8,559,0.6,0.9,0.3,0.1,0.0,0.5,1.3,0.24,0.76,0.04,5,0.05,6.64
1736,Kialonda Gaspar,2,Lecce,Ita,27,12,1080,0.8,0.3,0.4,1.0,0.0,0.1,0.6,0.73,-0.73,0.06,9,0.08,6.94
1879,Luca Everink,2,Go Ahead Eagles,Ned,23,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.11
1921,Luis Guilherme,10,West Ham,Ing,18,2,11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.02
1503,Jordan Ayew,10,Leicester,Ing,33,10,496,1.3,0.3,0.7,1.9,0.2,0.9,2.1,1.6,0.4,0.29,13,0.12,6.54
2313,Milan Skriniar,2,PSG,Fra,29,4,291,0.3,0.0,0.0,0.8,0.3,0.0,0.5,0.05,-0.05,0.01,1,0.05,6.53
3471,Óscar Aranda,10,Famalicao,Por,22,11,897,1.7,0.8,2.9,3.3,0.5,1.7,2.6,1.07,-0.07,0.11,19,0.06,7.01
3184,Tino Anjorin,5,Empoli,Ita,22,8,438,0.6,0.5,0.9,1.3,0.0,0.4,0.4,0.23,-0.23,0.05,5,0.05,6.62
2312,Milan Robberechts,10,Fortuna Sittard,Ned,20,2,9,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,0.0,6.01
1041,Gauthier Gallon,0,Rennes,Fra,31,1,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.01
3247,Uros Racic,2,Valencia,Esp,26,28,1201,0.6,0.2,0.5,0.9,0.0,0.3,0.7,0.94,-0.94,0.07,16,0.06,6.4
946,Filip Krastev,5,PEC Zwolle,Ned,23,12,777,0.8,1.0,2.7,1.2,0.0,2.1,2.6,1.1,0.9,0.13,10,0.11,6.93
1176,Henri Koudossou,2,Augsburg,Ger,25,6,136,0.0,0.2,0.2,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0,0.0,6.22
172,Amadou Onana,2,Aston Villa,Ing,23,10,711,1.1,0.3,0.6,1.0,0.0,0.6,0.5,1.79,0.21,0.23,11,0.16,6.77
2658,Peru Nolaskoain,5,Athletic Club,Esp,26,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.0
949,Filipe Ferreira,5,Boavista,Por,34,11,947,0.5,0.5,0.5,0.3,0.0,0.5,0.3,0.17,-0.17,0.02,6,0.03,6.41
3483,Óscar Valentín,2,Rayo Vallecano,Esp,30,35,2580,0.3,0.4,0.5,1.6,0.0,0.3,1.0,1.48,-1.48,0.05,11,0.13,6.65
2889,Ryan Flamingo,5,PSV Eindhoven,Ned,21,12,1049,0.6,0.4,0.0,0.5,0.0,0.1,0.3,0.66,-0.66,0.06,7,0.09,7.13
1639,Jules Koundé,2,Sevilla,Esp,26,32,2738,0.4,0.5,0.8,0.9,0.1,0.4,0.8,1.39,0.61,0.05,13,0.11,6.92
2898,Rémy Cabella,10,Lille,Fra,34,9,298,0.8,0.8,0.4,0.3,0.0,0.6,0.8,0.93,-0.93,0.28,7,0.13,6.45
1843,Lewis Cook,5,Bournemouth,Ing,27,11,984,0.7,1.5,0.2,0.2,0.1,0.9,1.1,0.71,0.29,0.06,8,0.09,6.95
2960,Santiago Pierotti,10,Lecce,Ita,23,11,423,0.9,0.7,0.4,0.4,0.3,0.3,0.8,1.49,-0.49,0.32,10,0.15,6.39
2249,Mehdi Taremi,10,Inter,Ita,32,10,235,0.4,0.2,0.2,0.3,0.3,0.1,0.4,0.94,-0.94,0.36,4,0.24,6.18
2849,Rodrygo,10,Real Madrid,Esp,23,33,1528,1.0,0.8,0.8,0.9,0.4,0.5,1.5,3.98,0.02,0.23,34,0.12,6.66
1560,José Campaña,5,Levante,Esp,31,20,1429,0.7,1.2,1.1,1.1,0.1,0.5,1.1,1.72,0.28,0.11,13,0.13,6.75
